Orthogroup	Anaulaciulus_tonginus	Biomphalaria_straminea	Branchiostoma_floridae	Caenorhabditis_elegans	Carcinoscorpius_rotundicauda	Centruroides_sculpturatus	Drosophila_melanogaster	Eriocheir_sinensis	Glomeris_maerens	Helicorthomorpha_holstii	Homo_sapiens	Hypsibius_dujardini	Ixodes_scapularis	Lithobius_niger	Litopenaeus_vannamei	Magallana_hongkongensis	Niponia_nodulosa	Rhysida_immarginata	Stegodyphus_mimosarum	Strigamia_maritima	Tachypleus_tridentatus	Thereuonema_tuberculata	Tribolium_castaneum	Trigoniulus_corallinus	Total
OG0000244	2	8	3	6	14	8	4	3	3	3	13	6	6	4	8	6	3	4	5	3	14	3	4	3	136
OG0000245	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136
OG0000246	5	5	0	2	28	5	4	2	2	7	0	2	1	6	5	13	3	3	3	4	24	5	3	3	135
OG0000247	6	5	5	3	11	7	4	4	4	4	10	5	4	7	5	4	5	5	6	5	10	7	4	5	135
OG0000248	3	6	4	2	4	5	9	7	3	4	5	5	20	5	9	10	4	5	4	4	4	4	6	3	135
OG0000249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	135
OG0000250	6	5	5	12	9	7	3	7	3	5	4	4	4	3	14	1	4	3	9	3	11	3	3	6	134
OG0000251	2	0	1	4	0	24	3	10	1	6	2	8	22	14	1	6	2	14	6	1	2	2	2	1	134
OG0000252	23	13	0	16	15	4	2	3	2	2	2	1	1	2	4	12	2	3	3	2	16	2	1	2	133
OG0000253	5	12	9	3	9	7	4	3	5	2	5	4	4	6	5	4	3	9	7	3	8	9	4	3	133
OG0000254	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	133
OG0000255	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	133
OG0000256	4	5	6	3	15	7	5	6	3	4	7	5	4	6	5	7	4	1	3	5	12	5	5	5	132
OG0000257	4	4	6	2	19	8	4	2	3	3	7	3	11	4	3	11	4	3	2	1	20	2	3	3	132
OG0000258	24	6	25	0	5	10	1	0	1	4	7	0	2	1	2	7	1	11	5	3	5	10	1	0	131
OG0000259	6	2	1	1	4	7	5	2	3	4	1	1	9	21	3	0	7	6	17	3	2	16	4	6	131
OG0000260	3	10	8	0	7	6	8	8	6	2	4	4	6	4	8	11	3	5	8	1	5	5	6	3	131
OG0000261	6	6	18	13	5	46	1	2	2	1	3	0	1	0	2	11	1	0	4	0	6	0	1	1	130
OG0000262	22	1	0	0	2	1	0	45	8	8	0	0	0	0	0	0	42	0	0	0	0	0	0	0	129
OG0000263	8	0	1	0	6	11	1	3	5	4	0	15	2	7	7	1	6	6	17	3	8	9	2	7	129
OG0000264	7	21	11	1	5	8	2	1	3	5	1	1	20	11	5	3	3	3	5	1	6	2	2	2	129
OG0000265	6	9	11	3	6	4	2	6	6	3	5	5	9	8	6	3	5	5	4	4	6	6	3	4	129
OG0000266	1	12	12	0	2	0	12	1	0	3	3	1	6	7	0	9	12	7	7	18	2	9	5	0	129
OG0000267	8	3	2	5	10	9	3	6	6	4	7	2	4	9	7	3	5	4	6	4	7	5	5	4	128
OG0000268	11	1	9	0	12	5	3	6	4	2	1	8	3	2	17	5	3	2	9	4	12	6	3	0	128
OG0000269	9	6	18	2	11	3	3	2	4	3	6	0	7	4	1	12	3	3	3	3	16	2	3	4	128
OG0000270	9	3	2	3	2	1	3	5	10	14	1	1	4	25	11	3	14	2	2	3	2	2	3	3	128
OG0000271	3	17	9	2	10	8	2	2	5	5	8	7	3	5	2	8	4	4	3	4	7	5	1	4	128
OG0000272	11	6	5	1	7	3	1	2	9	3	4	1	1	16	5	2	4	3	7	5	14	13	1	3	127
OG0000273	10	4	4	1	8	8	2	3	6	4	6	2	3	9	6	15	5	5	1	3	7	8	2	5	127
OG0000274	4	6	4	4	7	8	5	4	5	4	2	7	4	8	5	5	8	6	5	2	8	6	6	4	127
OG0000275	3	19	11	3	4	1	0	4	4	0	1	16	1	14	13	7	5	4	5	2	4	3	0	3	127
OG0000276	3	8	5	3	8	6	4	17	4	5	3	4	4	5	4	7	7	4	3	3	8	4	3	4	126
OG0000277	4	0	1	0	0	7	2	11	12	11	0	0	7	8	3	5	29	9	7	1	0	0	6	3	126
OG0000278	14	11	6	5	5	4	2	3	3	4	9	2	5	7	5	5	4	6	2	3	6	5	3	6	125
OG0000279	4	3	1	0	0	0	2	21	8	1	2	2	0	16	2	1	12	24	0	16	0	9	1	0	125
OG0000280	4	5	3	2	16	8	6	6	1	4	6	4	4	5	5	4	4	4	4	3	14	6	4	3	125
OG0000281	1	0	0	0	22	4	0	13	0	0	0	0	17	2	30	1	0	0	2	0	31	2	0	0	125
OG0000282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	125
OG0000283	6	17	6	2	8	6	2	1	9	1	9	1	2	17	4	5	4	1	6	1	8	3	2	3	124
OG0000284	6	4	11	1	9	4	2	2	3	3	15	1	3	9	2	7	3	6	7	3	10	7	3	3	124
OG0000285	1	15	0	1	21	9	2	2	1	1	0	1	7	12	5	8	1	3	5	2	19	6	1	1	124
OG0000286	0	13	5	0	3	4	0	8	1	0	2	5	11	19	12	6	0	12	6	7	2	8	0	0	124
OG0000287	0	13	21	6	3	3	0	3	1	0	5	33	2	4	2	11	0	2	7	0	7	1	0	0	124
OG0000288	9	1	4	1	13	7	2	4	7	2	4	2	5	8	2	3	2	7	9	3	12	11	2	3	123
OG0000289	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	114	0	0	0	123
OG0000290	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	115	0	0	0	0	0	0	0	123
OG0000291	5	16	3	2	1	2	9	7	6	1	2	5	1	12	5	7	5	3	3	2	1	20	3	1	122
OG0000292	10	17	2	1	2	4	2	4	4	2	2	2	2	14	3	18	3	11	4	4	4	2	2	3	122
OG0000293	2	4	3	2	5	4	4	2	7	3	8	2	3	16	5	8	6	3	3	3	7	16	3	3	122
OG0000294	7	10	15	3	5	4	1	1	5	7	9	1	1	9	2	2	2	9	5	4	6	9	1	3	121
OG0000295	5	1	10	1	13	8	4	7	3	2	6	1	3	8	6	2	4	3	10	2	11	4	5	2	121
OG0000296	2	17	14	4	13	7	1	3	4	2	0	1	3	6	3	7	4	2	1	2	17	5	1	2	121
OG0000297	4	16	7	2	6	3	2	7	3	4	4	2	8	6	7	13	4	2	3	1	8	4	2	3	121
OG0000298	6	7	5	6	11	12	4	5	4	4	5	5	3	3	2	2	4	7	0	5	7	6	3	4	120
OG0000299	4	6	7	3	10	6	5	3	3	5	7	9	5	4	3	4	3	4	5	4	8	3	5	4	120
OG0000300	2	3	5	3	19	8	4	2	2	4	5	3	4	4	3	7	3	3	8	2	18	3	3	2	120
OG0000301	4	13	7	0	7	8	0	6	6	2	7	4	2	8	6	16	2	5	2	1	8	4	0	2	120
OG0000302	36	1	8	0	0	0	0	0	6	19	2	1	0	0	0	3	19	0	0	0	0	0	0	24	119
OG0000303	3	2	2	0	12	5	7	5	2	0	1	6	2	1	40	5	0	3	6	0	11	2	2	2	119
OG0000304	1	8	18	0	8	15	3	2	4	1	7	2	2	2	3	7	4	3	8	2	7	4	7	1	119
OG0000305	11	2	2	0	1	17	2	3	3	2	0	8	5	6	8	1	2	3	8	1	1	18	3	11	118
OG0000306	6	5	4	6	12	3	2	5	2	4	7	3	4	8	3	6	3	4	6	4	10	5	3	3	118
OG0000307	0	0	0	2	1	110	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	118
OG0000308	6	6	9	2	1	4	0	2	1	1	9	3	10	7	14	24	1	2	0	2	3	4	0	6	117
OG0000309	5	4	4	9	10	3	4	3	3	4	3	2	8	6	5	5	4	4	4	4	12	4	3	4	117
OG0000310	7	3	1	1	17	8	1	3	6	2	0	1	2	7	3	1	11	7	5	6	15	4	2	4	117
OG0000311	6	5	3	3	8	16	4	3	5	4	10	3	2	5	4	5	6	2	4	2	9	2	3	3	117
OG0000312	1	1	7	1	19	12	2	9	2	1	2	1	3	2	4	1	2	1	20	1	22	1	1	1	117
OG0000313	7	0	4	0	5	12	4	1	6	10	8	0	6	6	2	0	9	10	3	5	4	8	1	6	117
OG0000314	2	6	7	5	6	4	6	1	2	1	1	3	34	4	2	2	2	7	4	4	6	3	2	3	117
OG0000315	9	11	6	2	10	3	2	4	5	2	3	2	4	4	4	14	7	6	2	4	5	3	1	3	116
OG0000316	10	4	3	1	7	5	3	2	5	3	7	3	3	6	5	3	5	3	7	11	8	5	4	3	116
OG0000317	4	17	1	14	4	4	3	0	8	4	14	1	3	5	1	7	3	3	4	4	4	4	1	3	116
OG0000318	6	5	5	2	8	7	5	2	4	4	6	3	4	7	3	6	4	5	5	5	8	4	4	4	116
OG0000319	3	12	0	1	16	2	0	6	2	0	0	0	2	25	1	4	5	3	4	0	24	6	0	0	116
OG0000320	4	7	4	4	7	6	3	4	7	4	4	3	6	5	3	5	6	7	6	4	6	4	3	4	116
OG0000321	6	5	2	1	10	4	1	2	3	4	5	4	3	10	4	3	6	8	3	4	13	9	2	3	115
OG0000322	5	5	5	7	8	4	5	9	3	1	9	3	2	9	4	4	3	5	5	3	7	3	3	3	115
OG0000323	12	16	3	1	9	10	0	1	1	6	1	4	2	3	2	13	8	1	4	2	8	2	1	5	115
OG0000324	12	5	2	1	2	3	6	2	2	10	1	2	6	2	1	2	17	3	3	1	5	11	9	6	114
OG0000325	7	2	4	0	1	4	7	16	0	1	1	29	0	1	2	3	15	0	3	0	1	0	17	0	114
OG0000326	4	6	5	2	17	3	1	4	4	2	5	4	4	7	3	8	3	4	1	3	16	2	3	3	114
OG0000327	3	5	4	1	3	2	4	3	3	6	1	5	11	6	12	6	4	7	8	4	6	5	3	2	114
OG0000328	4	4	5	0	6	5	3	3	4	6	9	3	4	6	4	11	4	3	5	4	5	6	7	3	114
OG0000329	0	34	14	10	0	0	0	0	0	0	12	8	0	0	0	36	0	0	0	0	0	0	0	0	114
OG0000330	0	0	113	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114
OG0000331	5	10	4	3	14	4	3	3	5	2	8	2	2	5	3	3	8	2	6	4	10	2	3	2	113
OG0000332	4	2	2	9	10	10	2	4	2	3	6	6	2	2	7	7	4	2	5	2	9	7	3	3	113
OG0000333	3	2	8	3	5	3	8	5	7	2	3	11	4	6	5	2	4	4	3	4	5	7	6	3	113
OG0000334	4	3	3	4	16	5	5	2	5	5	8	2	3	6	6	3	3	3	4	3	11	3	3	3	113
OG0000335	1	0	0	0	0	14	0	0	1	3	0	2	42	1	0	0	3	24	6	12	0	3	1	0	113
OG0000336	16	0	2	0	2	4	3	0	2	4	1	0	7	29	0	0	2	14	4	3	5	8	5	1	112
OG0000337	2	16	2	8	1	3	3	11	2	2	2	10	0	15	6	8	2	4	2	2	2	4	3	2	112
OG0000338	1	23	1	0	2	2	0	11	0	2	1	10	0	10	29	13	2	1	1	0	1	1	0	1	112
OG0000339	6	4	3	2	17	6	4	2	5	2	3	3	3	1	2	5	4	4	5	2	16	4	4	5	112
OG0000340	4	2	5	0	16	6	2	3	6	2	10	0	1	10	5	2	7	5	6	3	10	2	3	2	112
OG0000341	0	2	20	1	2	0	1	10	0	0	2	0	43	2	0	0	9	2	12	1	2	2	1	0	112
OG0000342	0	0	2	0	20	17	0	0	0	0	0	0	23	0	0	0	0	0	34	0	16	0	0	0	112
OG0000343	3	3	9	7	5	5	3	6	3	3	11	3	5	5	5	4	3	7	4	2	5	4	3	3	111
OG0000344	5	9	2	0	14	4	4	2	4	4	7	5	2	7	4	2	2	3	4	4	12	6	3	2	111
OG0000345	3	10	10	1	6	9	0	2	3	5	1	0	2	5	4	8	4	5	4	11	9	4	2	3	111
OG0000346	2	4	9	4	4	4	3	2	8	6	5	4	7	13	2	4	1	8	1	3	5	7	2	3	111
OG0000347	4	3	12	5	6	4	12	2	1	3	4	9	3	3	2	10	3	1	3	5	5	4	2	5	111
OG0000348	4	6	5	2	5	1	1	6	5	3	3	0	1	18	10	3	3	11	5	2	5	8	1	2	110
OG0000349	4	0	0	0	26	7	2	1	2	2	0	0	10	10	4	0	2	1	3	2	27	1	4	2	110
OG0000350	7	10	2	5	4	5	0	6	9	4	10	0	4	5	4	12	4	6	0	2	3	5	0	3	110
OG0000351	4	6	5	11	11	3	2	3	4	3	7	2	3	3	3	3	4	4	3	4	11	5	3	3	110
OG0000352	3	2	3	2	4	2	0	6	1	5	6	10	25	6	6	5	8	1	6	1	6	1	0	1	110
OG0000353	3	11	2	3	9	5	5	2	2	3	7	4	4	5	3	4	4	6	4	4	9	5	4	2	110
OG0000354	2	1	2	3	10	9	6	2	4	2	2	2	5	16	1	1	5	2	4	2	11	5	12	1	110
OG0000355	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	110
OG0000356	6	7	5	2	6	4	2	3	6	6	13	1	2	6	3	4	4	3	4	5	5	3	4	5	109
OG0000357	3	2	2	0	6	11	5	4	3	2	1	0	13	6	4	5	2	4	8	5	6	7	8	2	109
OG0000358	3	3	2	6	6	4	3	3	2	7	6	2	20	2	3	4	5	4	4	6	5	3	3	3	109
OG0000359	4	3	8	10	5	3	1	6	9	3	1	2	1	4	16	9	5	3	1	1	4	8	1	1	109
OG0000360	1	0	0	0	29	8	1	4	1	2	0	1	1	1	28	0	1	5	7	1	14	2	1	1	109
OG0000361	4	4	7	1	9	3	1	1	2	5	2	0	6	13	1	6	5	13	3	4	6	7	1	5	109
OG0000362	4	2	4	0	8	9	0	2	2	11	2	0	19	1	3	1	7	2	3	1	18	2	0	8	109
OG0000363	7	0	1	0	9	5	6	8	4	3	1	1	3	7	10	0	5	7	3	5	10	5	5	4	109
OG0000364	3	0	0	0	9	1	7	12	2	5	0	3	2	2	14	0	6	2	3	1	10	10	14	3	109
OG0000365	9	5	8	1	3	3	0	2	3	8	2	1	4	14	4	7	7	6	3	4	3	3	3	5	108
OG0000366	2	6	5	7	14	0	2	5	1	3	0	0	10	2	13	3	3	1	0	1	14	1	14	1	108
OG0000367	4	8	1	5	4	6	2	4	3	5	5	11	1	8	2	2	5	6	5	5	4	5	3	4	108
OG0000368	3	10	2	1	13	6	1	21	3	1	3	1	4	4	4	2	2	5	8	2	7	2	1	2	108
OG0000369	9	0	5	0	10	5	0	0	1	3	0	1	13	11	0	0	2	8	3	3	16	9	1	8	108
OG0000370	5	4	9	6	6	4	4	4	3	3	3	2	4	5	5	6	4	5	6	3	6	3	4	4	108
OG0000371	0	106	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	108
OG0000372	8	13	5	1	2	1	1	2	5	4	1	20	1	11	3	1	9	5	0	2	3	5	1	3	107
OG0000373	6	7	2	1	9	4	3	2	4	3	2	5	2	8	2	4	10	4	4	3	13	3	3	3	107
OG0000374	7	5	4	3	7	5	3	4	4	6	4	3	2	4	12	6	6	2	3	4	3	5	3	2	107
OG0000375	4	6	3	4	8	9	2	3	5	4	5	3	4	5	3	6	5	4	4	3	7	4	3	3	107
OG0000376	5	1	1	0	12	8	1	2	4	3	4	4	4	10	7	1	4	6	3	3	12	4	3	5	107
OG0000377	2	7	5	5	2	6	6	4	1	4	7	8	4	4	19	1	2	4	4	4	3	1	4	0	107
OG0000378	8	3	2	2	12	9	5	11	3	6	4	1	1	1	5	1	14	1	2	1	7	1	5	1	106
OG0000379	9	1	1	0	3	4	7	2	11	9	1	3	6	2	4	0	11	3	2	1	3	16	4	3	106
OG0000380	9	4	2	2	20	1	0	1	2	6	0	0	0	2	1	2	5	1	0	4	39	1	0	4	106
OG0000381	5	5	2	4	14	5	3	5	3	3	2	7	4	4	4	3	3	5	4	1	10	4	3	3	106
OG0000382	5	4	0	0	10	5	1	4	5	3	0	6	2	13	7	1	5	5	10	3	10	3	1	3	106
OG0000383	4	8	5	1	11	7	2	4	3	2	4	2	2	8	5	2	6	7	4	2	9	4	2	2	106
OG0000384	0	0	0	1	0	0	35	17	0	0	0	0	0	0	28	0	0	0	0	0	0	0	25	0	106
OG0000385	2	2	2	0	17	15	3	1	1	2	3	2	5	4	7	1	2	3	7	3	16	2	2	3	105
OG0000386	5	4	2	2	5	2	4	3	7	3	2	10	1	5	15	3	4	5	3	2	3	8	3	4	105
OG0000387	6	3	4	2	4	3	3	25	4	3	2	2	1	5	2	4	13	3	2	2	2	6	2	2	105
OG0000388	6	28	2	1	2	5	1	6	1	1	1	2	2	8	2	15	4	4	3	3	1	6	0	1	105
OG0000389	4	4	3	1	10	12	3	4	3	4	5	2	5	4	3	3	5	3	4	2	12	4	2	3	105
OG0000390	24	11	1	0	0	0	0	9	1	2	0	0	4	10	3	4	9	9	3	2	2	10	0	0	104
OG0000391	4	3	5	3	8	2	2	4	4	4	7	2	5	7	6	3	8	3	6	2	8	3	2	3	104
OG0000392	17	2	2	2	0	1	2	33	1	5	2	0	0	0	2	0	25	0	0	3	0	0	2	5	104
OG0000393	3	5	20	0	4	11	1	3	1	1	8	0	5	10	2	3	1	5	7	2	3	6	1	2	104
OG0000394	1	7	5	6	3	6	1	1	3	1	1	2	3	30	2	6	2	11	1	2	2	6	1	1	104
OG0000395	2	0	3	0	20	5	4	6	5	2	0	1	6	3	6	2	3	2	5	1	20	3	3	2	104
OG0000396	4	3	2	1	20	3	3	2	5	6	3	2	2	5	3	2	4	3	4	4	14	3	3	3	104
OG0000397	7	3	3	2	2	4	2	2	4	9	4	7	7	6	3	5	10	4	2	2	3	4	4	4	103
OG0000398	6	1	1	2	22	3	2	3	3	2	3	1	11	3	2	2	2	1	3	1	21	1	3	4	103
OG0000399	4	9	10	0	0	5	0	1	6	4	0	4	5	4	5	5	15	7	5	1	0	8	1	4	103
OG0000400	5	5	3	4	11	4	3	4	3	5	4	5	3	3	4	3	5	2	4	3	9	5	3	3	103
OG0000401	4	5	7	1	16	4	1	3	2	8	9	1	2	3	7	3	6	3	3	2	7	2	2	2	103
OG0000402	5	2	2	1	14	3	1	2	3	16	6	0	3	4	3	4	3	2	4	3	14	3	2	3	103
OG0000403	2	4	2	2	15	5	4	7	2	2	3	2	3	2	11	4	2	1	3	3	16	2	4	2	103
OG0000404	6	4	3	6	9	7	7	2	3	4	3	3	2	4	3	6	3	3	2	3	7	2	3	7	102
OG0000405	3	5	22	0	4	7	0	3	2	2	2	0	7	7	2	4	2	6	6	2	7	5	2	2	102
OG0000406	5	4	4	7	5	11	5	4	2	2	3	9	2	3	10	3	2	3	4	2	5	3	2	2	102
OG0000407	17	1	1	1	3	5	1	7	8	8	7	1	1	1	2	1	13	3	3	1	4	0	1	12	102
OG0000408	7	2	1	6	4	1	3	5	5	9	1	4	14	2	7	3	7	1	2	0	4	1	6	7	102
OG0000409	8	4	4	0	3	4	0	5	3	4	0	0	3	28	1	1	4	14	2	0	2	8	0	4	102
OG0000410	6	3	7	0	9	4	1	2	2	2	9	0	4	3	6	5	7	4	4	3	12	4	3	2	102
OG0000411	1	7	28	1	1	0	1	2	0	1	9	0	1	2	9	29	1	2	0	1	1	3	1	1	102
OG0000412	4	6	3	1	19	6	3	3	3	3	6	1	3	4	3	4	4	2	4	3	11	3	2	1	102
OG0000413	0	0	0	0	0	4	0	14	2	2	0	0	0	15	7	0	16	13	6	0	0	22	0	1	102
OG0000414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	102
OG0000415	16	11	8	1	4	2	3	3	1	3	5	3	3	4	5	6	4	0	1	1	4	0	9	4	101
OG0000416	17	6	1	1	6	3	1	1	2	8	3	1	4	5	3	3	9	5	1	1	2	4	4	10	101
OG0000417	14	5	1	1	2	2	0	21	8	2	1	1	1	10	1	1	23	2	0	1	1	1	0	2	101
OG0000418	4	4	6	7	7	5	2	6	3	4	5	1	3	4	3	4	4	4	4	4	8	4	2	3	101
OG0000419	4	4	4	3	5	5	3	5	4	4	5	2	4	6	4	6	5	5	3	4	5	4	3	4	101
OG0000420	3	2	3	2	15	6	3	5	4	3	4	3	3	3	3	3	3	3	3	3	15	4	3	2	101
OG0000421	0	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	101
OG0000422	0	0	30	0	1	1	0	0	0	0	0	0	0	0	0	67	0	0	1	0	1	0	0	0	101
OG0000423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	101
OG0000424	4	11	21	0	0	2	0	0	3	1	0	4	3	13	0	19	1	3	7	3	0	4	0	1	100
OG0000425	9	2	3	3	1	3	5	0	2	11	3	2	2	3	1	3	12	1	7	5	1	4	11	6	100
OG0000426	7	2	4	4	2	4	6	17	3	5	2	4	2	3	3	3	11	3	3	2	2	2	3	3	100
OG0000427	4	9	9	3	4	1	1	16	3	3	1	2	0	5	5	8	15	2	0	2	3	1	1	2	100
OG0000428	6	6	7	1	3	4	1	4	7	2	5	0	1	13	2	2	7	5	4	3	2	11	2	2	100
OG0000429	4	5	2	3	21	6	2	1	3	3	4	2	2	3	3	2	3	2	3	2	18	2	2	2	100
OG0000430	3	3	7	1	8	14	0	6	1	2	5	1	3	5	6	10	1	3	7	1	6	4	1	2	100
OG0000431	2	5	1	2	14	5	2	5	3	2	2	1	2	1	8	3	3	5	4	2	17	7	2	2	100
OG0000432	0	0	1	0	0	2	0	16	3	1	0	0	24	2	1	0	0	17	15	6	0	1	8	3	100
OG0000433	3	5	4	3	8	4	2	4	3	3	8	4	2	4	4	7	3	4	4	2	9	3	3	3	99
OG0000434	16	3	1	1	1	4	1	21	4	3	1	1	1	3	1	2	26	1	2	1	1	1	1	2	99
OG0000435	10	6	1	2	9	3	2	2	6	6	0	3	3	4	1	13	9	2	4	1	7	1	2	2	99
OG0000436	4	8	1	2	8	4	2	6	4	1	10	2	2	6	4	2	4	7	2	5	8	3	2	2	99
OG0000437	5	3	8	1	7	5	1	5	4	2	4	1	3	9	2	2	4	2	6	3	12	5	2	3	99
OG0000438	3	0	0	0	12	5	2	1	3	3	0	0	2	15	6	0	2	10	4	4	11	10	3	3	99
OG0000439	1	0	12	0	1	0	0	4	2	0	0	0	0	3	49	0	0	4	3	0	6	13	1	0	99
OG0000440	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	99
OG0000441	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	99
OG0000442	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	99
OG0000443	5	8	0	0	0	10	0	2	8	0	0	2	10	25	0	3	4	2	3	1	3	10	0	2	98
OG0000444	9	5	2	2	8	3	1	4	4	4	4	5	6	1	9	5	4	2	4	1	9	3	1	2	98
OG0000445	3	6	4	1	7	4	3	4	6	3	2	1	3	11	3	4	2	5	5	4	8	3	3	3	98
OG0000446	3	5	4	1	9	5	4	1	2	3	2	3	3	11	6	4	3	5	5	2	7	3	4	3	98
OG0000447	2	3	2	0	20	7	2	3	2	3	4	1	4	3	2	2	3	4	1	3	20	3	3	1	98
OG0000448	3	3	2	5	9	4	2	11	2	2	6	4	3	6	4	5	5	5	2	1	7	3	2	2	98
OG0000449	5	3	4	2	8	5	2	4	3	2	12	1	2	15	6	4	2	2	4	1	4	3	2	2	98
OG0000450	2	0	0	0	0	2	0	26	0	3	3	0	10	3	7	23	5	2	7	0	0	1	2	2	98
OG0000451	0	0	3	6	2	3	1	3	1	1	2	16	4	7	1	2	0	0	41	1	1	1	2	0	98
OG0000452	18	6	1	1	8	2	1	10	5	2	0	0	1	3	1	1	18	4	4	4	2	4	1	0	97
OG0000453	17	0	0	0	3	4	1	1	20	7	0	1	3	3	1	0	7	4	4	3	3	6	1	8	97
OG0000454	14	4	1	0	2	1	1	18	4	6	4	0	1	4	1	0	28	1	1	1	1	1	2	1	97
OG0000455	2	0	0	0	2	0	0	11	2	1	0	3	49	2	7	0	0	5	3	7	0	1	0	2	97
OG0000456	3	6	3	2	5	8	2	8	4	2	5	1	6	6	2	3	9	6	5	1	4	3	1	2	97
OG0000457	3	4	4	1	5	5	2	3	3	3	7	1	7	6	3	5	4	4	6	4	5	4	5	3	97
OG0000458	3	3	5	3	6	5	4	2	3	2	4	4	4	10	2	2	3	4	5	2	7	7	4	3	97
OG0000459	1	6	4	0	4	3	4	11	2	2	1	0	4	8	1	6	6	2	6	2	16	4	2	2	97
OG0000460	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
OG0000461	0	0	0	1	1	30	0	1	3	0	0	0	0	2	3	0	0	15	29	2	7	0	3	0	97
OG0000462	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	97
OG0000463	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	1	0	1	0	0	0	0	0	0	97
OG0000464	9	1	0	0	10	7	2	1	4	3	0	2	3	6	1	1	4	7	4	1	11	11	3	5	96
OG0000465	5	5	1	10	6	3	0	0	2	2	4	0	2	6	2	9	2	16	3	3	7	5	2	1	96
OG0000466	11	1	0	0	0	2	4	7	6	5	0	1	1	5	1	0	27	6	0	0	0	6	1	12	96
OG0000467	7	0	2	2	7	4	3	5	5	3	0	3	7	11	4	0	2	6	6	3	5	5	4	2	96
OG0000468	2	3	3	6	6	6	7	8	2	3	5	2	3	5	4	2	4	3	4	3	5	3	4	3	96
OG0000469	4	0	0	0	10	4	3	4	3	2	0	0	6	6	10	0	5	7	2	4	11	7	5	3	96
OG0000470	2	2	3	2	6	8	2	2	3	2	7	1	11	16	2	2	4	3	1	2	6	3	3	3	96
OG0000471	0	1	8	0	6	22	0	4	0	0	0	0	0	0	29	3	0	5	2	0	4	8	0	4	96
OG0000472	6	0	0	0	8	7	3	4	10	4	0	0	0	5	8	0	4	6	7	1	8	6	3	5	95
OG0000473	26	0	0	0	1	2	0	37	8	4	0	0	0	1	0	0	16	0	0	0	0	0	0	0	95
OG0000474	11	0	4	0	3	3	1	0	7	5	4	0	3	7	0	1	6	8	6	2	7	8	2	7	95
OG0000475	4	4	8	0	9	4	2	5	5	2	2	3	3	2	8	3	4	2	5	3	9	5	1	2	95
OG0000476	17	9	2	2	5	3	2	12	3	3	1	3	2	6	2	2	4	3	5	2	2	2	2	1	95
OG0000477	2	8	2	3	5	7	7	1	4	2	3	2	4	6	3	6	2	5	3	1	5	7	4	3	95
OG0000478	3	3	3	3	11	5	2	3	2	3	7	3	3	4	5	3	3	3	4	4	9	3	3	3	95
OG0000479	3	14	8	3	5	1	1	1	3	1	9	0	1	1	8	20	1	1	3	0	6	3	1	1	95
OG0000480	2	7	8	2	5	6	3	2	2	1	5	1	2	9	5	8	3	4	4	3	5	5	2	1	95
OG0000481	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	95
OG0000482	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	93	0	0	0	0	0	0	95
OG0000483	8	7	2	0	2	7	0	0	4	8	0	0	6	7	0	18	12	1	0	1	2	8	0	1	94
OG0000484	4	2	4	2	7	7	3	1	3	2	8	2	3	4	3	7	3	3	5	2	7	3	3	6	94
OG0000485	2	7	2	1	21	4	2	2	2	4	6	4	2	3	2	2	3	3	4	2	11	2	1	2	94
OG0000486	4	2	2	0	0	8	4	2	1	3	2	1	4	16	2	6	3	5	7	6	1	5	7	3	94
OG0000487	2	11	6	5	7	5	0	1	2	2	1	6	5	4	3	12	5	2	2	2	6	2	1	2	94
